year,parent_region,deforestation_hectares
2002,LA RIOJA,94.4363882545747
2002,SANTIAGO DEL ESTERO,1736.3874618642762
2002,CORDOBA,801.2812949859629
2002,CORRIENTES,118.2346352602337
2002,CHACO,1873.5055637515056
2002,CORDOBA,525.4789928074268
2002,SANTA FE,737.445657770774
2002,CHACO,326.4087098173359
2002,SANTIAGO DEL ESTERO,471.3509796304738
2002,JUJUY,185.97720167677775
2002,CATAMARCA,6494.561400278292
2002,CHACO,80.24255172908306
2002,SANTIAGO DEL ESTERO,325.1495514250853
2002,SANTIAGO DEL ESTERO,487.8255664212447
2002,TUCUMAN,431.0484877980515
2002,CORDOBA,1889.6806265410544
2002,CHACO,4208.513704773082
2002,TUCUMAN,307.15223513622493
2002,CORDOBA,5615.056108974739
2002,CATAMARCA,7.090739406645298
2002,SANTA FE,20659.194107952942
2003,CHACO,9585.295498579886
2003,CHACO,3244.861263943216
2003,CHACO,14430.237867325888
2003,CHACO,1477.821815501621
2003,CHACO,4316.797156919627
2003,SANTA FE,7581.889413511665
2003,SANTIAGO DEL ESTERO,12044.477199794026
2003,SANTIAGO DEL ESTERO,27245.252356523524
2003,CHACO,18251.76202439572
2003,CATAMARCA,23.36711043864489
2003,CATAMARCA,45.161209090317
2003,SALTA,27476.809993829705
2003,SANTIAGO DEL ESTERO,1049.1094225315487
2003,SANTIAGO DEL ESTERO,1875.3582056873277
2003,SAN LUIS,5361.086191978934
2003,SANTIAGO DEL ESTERO,3561.821817839438
2003,SAN LUIS,5675.931571392423
2003,SANTIAGO DEL ESTERO,8688.21282910161
2003,CHACO,5754.68992725862
2003,FORMOSA,1530.8330575790767
2003,CORDOBA,579.5105372096393
2003,CATAMARCA,665.4869445852789
2003,CATAMARCA,92.21193531360112
2003,CORRIENTES,994.514228892648
2003,LA RIOJA,1959.6967339604216
2003,SANTIAGO DEL ESTERO,2517.65922721414
2003,SALTA,19.33138845860958
2003,CHACO,3392.128576051926
2003,SAN LUIS,1777.70400310074
2003,LA RIOJA,220.95132291395876
2003,SANTIAGO DEL ESTERO,3837.6178356707983
2003,CHACO,3207.68314615453
2003,SANTIAGO DEL ESTERO,2626.29710938428
2003,TUCUMAN,728.1821837869929
2003,CORDOBA,7658.337874930892
2003,CATAMARCA,211.48069215224075
2003,SANTIAGO DEL ESTERO,4336.531460867004
2003,FORMOSA,11122.291200105848
2003,CHACO,1375.1928628565342
2003,CATAMARCA,23.434292785823345
2003,LA RIOJA,729.7118310411479
2003,CHACO,2500.5198503300558
2003,LA RIOJA,367.1450416900072
2003,CHACO,5285.703767693598
2003,CHACO,6212.4976658349815
2003,SALTA,559.1097351536155
2003,SALTA,12137.681884598878
2003,LA RIOJA,487.034428577125
2003,SANTA FE,18266.33025397606
2003,LA RIOJA,576.0269339893086
2003,LA RIOJA,784.5952844440645
2003,SANTIAGO DEL ESTERO,20789.789446180945
2003,TUCUMAN,3183.0804301861745
2003,SANTIAGO DEL ESTERO,4482.714337693125
2003,CHACO,3802.067892584439
2003,CORDOBA,9724.821612798904
2003,SANTIAGO DEL ESTERO,8740.891057581526
2003,TUCUMAN,97.95873719038916
2003,SANTIAGO DEL ESTERO,19004.325120665253
2003,SAN LUIS,3683.285554717072
2003,SALTA,288.8908456717344
2003,TUCUMAN,1103.4959936200405
2003,FORMOSA,9539.105114543789
2003,CATAMARCA,8007.630420614517
2003,SALTA,31.728494234383103
2003,TUCUMAN,2127.3732740451014
2003,CHACO,3653.4881872197
2003,CHACO,27047.972879432135
2003,SAN LUIS,442.3396270253495
2003,SANTIAGO DEL ESTERO,768.9087338322518
2003,CHACO,5306.170264603461
2003,FORMOSA,59.10533743351698
2003,CHACO,8025.909586371366
2003,SALTA,1706.4081674181657
2003,CORDOBA,852.7724265668908
2003,SANTIAGO DEL ESTERO,5014.449987806789
2003,SANTIAGO DEL ESTERO,61824.83313187727
2003,CHACO,3476.008428818221
2003,SANTIAGO DEL ESTERO,10957.449384741483
2003,SALTA,9089.699743790808
2003,JUJUY,23.266185238957405
2003,FORMOSA,16338.59043719348
2003,SANTIAGO DEL ESTERO,6197.691695434498
2003,FORMOSA,3618.1364381072567
2003,FORMOSA,3032.40321510402
2003,FORMOSA,19930.47557029923
2003,CORDOBA,417.5247056497078
2003,CHACO,20005.47343424074
2003,CORDOBA,761.0682878832023
2003,SANTIAGO DEL ESTERO,7064.36995915437
2003,CHACO,4504.286014766904
2003,FORMOSA,924.8631272210504
2003,SANTIAGO DEL ESTERO,2335.499095727765
2003,CORDOBA,12023.891262541914
2003,SALTA,1211.3450375230289
2003,SANTIAGO DEL ESTERO,1464.274377973962
2003,SANTIAGO DEL ESTERO,1665.551918135788
2003,SALTA,2393.148663261561
2003,LA RIOJA,869.7176306742956
2003,SANTIAGO DEL ESTERO,5141.556950653798
2003,CORDOBA,1096.209401026368
2003,CORRIENTES,1174.7489881363276
2003,CHACO,16292.15116154709
2003,CORDOBA,1056.978533008841
2003,SANTA FE,1205.5275305830964
2003,CHACO,8183.92431482442
2003,SANTIAGO DEL ESTERO,1123.664713413283
2003,JUJUY,435.94212444871664
2003,CATAMARCA,4959.076949088685
2003,CHACO,7559.293982586265
2003,SANTIAGO DEL ESTERO,1187.261817334797
2003,SANTIAGO DEL ESTERO,1695.2630885774306
2003,TUCUMAN,855.8581784991657
2003,CORDOBA,6881.39180110319
2003,CHACO,40798.51213051791
2003,TUCUMAN,181.3084067250292
2003,CORDOBA,13002.337165759503
2003,CATAMARCA,188.6581726670265
2003,SANTA FE,34874.42627736371
2004,CHACO,6140.079347140912
2004,CHACO,80.53614328056574
2004,CHACO,677.3290933579499
2004,CHACO,742.6859755572442
2004,CHACO,3280.034152429361
2004,SANTA FE,6519.811529504669
2004,SANTIAGO DEL ESTERO,10270.59743909034
2004,SANTIAGO DEL ESTERO,24443.914255209795
2004,CHACO,14611.586020899287
2004,CATAMARCA,16.7695060223341
2004,CATAMARCA,111.07571886853844
2004,SALTA,52916.68762861975
2004,SANTIAGO DEL ESTERO,2104.8527022970075
2004,SANTIAGO DEL ESTERO,2443.331330264871
2004,SAN LUIS,5185.217538891324
2004,SANTIAGO DEL ESTERO,2102.558933587986
2004,SAN LUIS,14258.984051947617
2004,SANTIAGO DEL ESTERO,6302.793338031541
2004,CHACO,219.8616505399054
2004,FORMOSA,1309.8183527798628
2004,CORDOBA,129.96467781998948
2004,CATAMARCA,1071.2596208353252
2004,CATAMARCA,91.30321699857129
2004,CORRIENTES,206.00868081275155
2004,LA RIOJA,5808.093290349988
2004,SANTIAGO DEL ESTERO,2631.900808609817
2004,SALTA,79.5227549926323
2004,CHACO,3254.230421131265
2004,SAN LUIS,808.9329603544344
2004,LA RIOJA,660.3841175884008
2004,SANTIAGO DEL ESTERO,7428.624738043341
2004,CHACO,1032.1406491432413
2004,SANTIAGO DEL ESTERO,6592.185202292837
2004,TUCUMAN,382.7086334905788
2004,CORDOBA,4234.088474668388
2004,CATAMARCA,413.850699615274
2004,SANTIAGO DEL ESTERO,3785.0890789891855
2004,FORMOSA,1373.49101190269
2004,CHACO,1058.1169139904423
2004,CATAMARCA,15.794497812524732
2004,LA RIOJA,2174.363828699583
2004,CHACO,2031.640881974761
2004,LA RIOJA,1967.3665378764272
2004,CHACO,252.57203805770945
2004,CHACO,6288.687110146822
2004,SALTA,382.8166943940462
2004,SALTA,16225.916690093922
2004,LA RIOJA,106.23307512700558
2004,SANTA FE,5704.427908652962
2004,LA RIOJA,1342.8119811179006
2004,LA RIOJA,826.5480159989759
2004,SANTIAGO DEL ESTERO,25000.137399908755
2004,TUCUMAN,1330.976082750366
2004,SANTIAGO DEL ESTERO,2417.0215145016127
2004,CHACO,5220.485139431175
2004,CORDOBA,6703.620317432518
2004,SANTIAGO DEL ESTERO,5679.04864143136
2004,TUCUMAN,67.29519923776388
2004,SANTIAGO DEL ESTERO,22736.49181979085
2004,SAN LUIS,1861.9915188361329
2004,SALTA,32.43207856267691
2004,TUCUMAN,371.7358802258968
2004,FORMOSA,275.36908127545723
2004,CATAMARCA,10688.1224106294
2004,SALTA,52.71937192231417
2004,TUCUMAN,2362.094275083145
2004,CHACO,177.90930336170337
2004,CHACO,1162.6801095159324
2004,SAN LUIS,732.1961699295862
2004,SANTIAGO DEL ESTERO,4538.649999598545
2004,CHACO,3233.998834437278
2004,FORMOSA,93.68313026580157
2004,CHACO,1096.9627876344264
2004,SALTA,2317.723742909729
2004,CORDOBA,1280.3262320836675
2004,SANTIAGO DEL ESTERO,8318.488913566305
2004,SANTIAGO DEL ESTERO,74292.7889724735
2004,CHACO,1228.2207448961103
2004,SANTIAGO DEL ESTERO,7788.209011183389
2004,SALTA,6891.629687469816
2004,JUJUY,24.90043406933546
2004,FORMOSA,6014.5362411785945
2004,SANTIAGO DEL ESTERO,7400.430727323891
2004,FORMOSA,311.51478559030033
2004,FORMOSA,420.0955931160088
2004,FORMOSA,2407.3248931106987
2004,CORDOBA,741.6077908430614
2004,CHACO,660.9931506248959
2004,CORDOBA,217.44334154035533
2004,SANTIAGO DEL ESTERO,7397.261569132757
2004,CHACO,187.09253523259184
2004,FORMOSA,1447.1372121288205
2004,SANTIAGO DEL ESTERO,1236.123699544078
2004,CORDOBA,10714.023604568576
2004,SALTA,10898.382202974588
2004,SANTIAGO DEL ESTERO,1431.3051999270624
2004,SANTIAGO DEL ESTERO,1092.5021647058866
2004,SALTA,5483.406367105567
2004,LA RIOJA,435.5925121803494
2004,SANTIAGO DEL ESTERO,3640.315207319312
2004,CORDOBA,588.8884961555109
2004,CORRIENTES,30.421286978470345
2004,CHACO,1527.3467299355889
2004,CORDOBA,364.7887524566814
2004,SANTA FE,684.1467959125837
2004,CHACO,269.62355276305306
2004,SANTIAGO DEL ESTERO,2017.872463211388
2004,JUJUY,559.9030593969073
2004,CATAMARCA,3112.6360917457478
2004,CHACO,355.8228516939224
2004,SANTIAGO DEL ESTERO,1868.676837145464
2004,SANTIAGO DEL ESTERO,3876.6629140230666
2004,TUCUMAN,278.6735427173037
2004,CORDOBA,2348.971032729424
2004,CHACO,1498.4979938062384
2004,TUCUMAN,234.9319513887167
2004,CORDOBA,7070.047309851354
2004,CATAMARCA,52.67498502959224
2004,SANTA FE,15482.482098915414
2005,CHACO,4084.684920689464
2005,CHACO,80.32926466315985
2005,CHACO,667.1965012857142
2005,CHACO,911.2994691248616
2005,CHACO,4204.896464655067
2005,SANTA FE,13429.780848912982
2005,SANTIAGO DEL ESTERO,7037.162211495113
2005,SANTIAGO DEL ESTERO,10311.069887611971
2005,CHACO,15248.934168670983
2005,CATAMARCA,33.83195422940395
2005,CATAMARCA,21.053735688328743
2005,SALTA,61293.16470023176
2005,SANTIAGO DEL ESTERO,394.86625840132143
2005,SANTIAGO DEL ESTERO,885.4955342262983
2005,SAN LUIS,459.31892614750296
2005,SANTIAGO DEL ESTERO,2185.485539743684
2005,SAN LUIS,717.5788004249334
2005,SANTIAGO DEL ESTERO,7407.8840980349505
2005,CHACO,167.63648378103971
2005,FORMOSA,1371.755880442057
2005,CORDOBA,225.93733217567203
2005,CATAMARCA,1101.91650456082
2005,CATAMARCA,45.57331967353821
2005,CORRIENTES,235.19021562486887
2005,LA RIOJA,3180.2967166425547
2005,SANTIAGO DEL ESTERO,2104.006520299029
2005,SALTA,26.96724240300702
2005,CHACO,2993.059014988881
2005,SAN LUIS,804.7743893265724
2005,LA RIOJA,783.408343956225
2005,SANTIAGO DEL ESTERO,3165.443294920553
2005,CHACO,1153.854357333014
2005,SANTIAGO DEL ESTERO,2919.8920661926263
2005,TUCUMAN,519.2652426662983
2005,CORDOBA,6881.432082685802
2005,CATAMARCA,461.8031679135912
2005,SANTIAGO DEL ESTERO,1536.97341294724
2005,FORMOSA,649.232640160591
2005,CHACO,1807.953482173617
2005,CATAMARCA,2.130833514034748
2005,LA RIOJA,256.29061403075855
2005,CHACO,2205.9601563505976
2005,LA RIOJA,137.50462953410312
2005,CHACO,460.9118545059772
2005,CHACO,5960.855088891177
2005,SALTA,970.7786686564776
2005,SALTA,21551.34500421245
2005,LA RIOJA,70.66084163635969
2005,SANTA FE,2601.511493424516
2005,LA RIOJA,83.49109319968551
2005,LA RIOJA,156.78958277348795
2005,SANTIAGO DEL ESTERO,13725.355319832002
2005,TUCUMAN,813.1627751356247
2005,SANTIAGO DEL ESTERO,1296.1922358833692
2005,CHACO,3460.129045629034
2005,CORDOBA,15537.829128826395
2005,SANTIAGO DEL ESTERO,3910.1489977973342
2005,TUCUMAN,56.88425577431917
2005,SANTIAGO DEL ESTERO,17341.625626205638
2005,SAN LUIS,1949.6244784529888
2005,SALTA,217.58800050616264
2005,TUCUMAN,523.637314717384
2005,FORMOSA,163.30239828670142
2005,CATAMARCA,5490.445344114304
2005,SALTA,45.57156377285719
2005,TUCUMAN,1989.820961749992
2005,CHACO,141.68843083367045
2005,CHACO,1369.7527756733928
2005,SAN LUIS,211.8454276865896
2005,SANTIAGO DEL ESTERO,452.6313111535183
2005,CHACO,4656.06362743775
2005,FORMOSA,323.05466203295134
2005,CHACO,908.6232710772284
2005,SALTA,5632.803345391855
2005,CORDOBA,98.27544922419622
2005,SANTIAGO DEL ESTERO,4393.809249802489
2005,SANTIAGO DEL ESTERO,36203.38716267251
2005,CHACO,1132.020065965752
2005,SANTIAGO DEL ESTERO,6109.795937193199
2005,SALTA,5005.465257901421
2005,JUJUY,13.954265907552896
2005,FORMOSA,10154.533959766057
2005,SANTIAGO DEL ESTERO,4381.417733068297
2005,FORMOSA,789.801432607659
2005,FORMOSA,578.0905490070581
2005,FORMOSA,1404.9129025805523
2005,CORDOBA,95.17323113872725
2005,CHACO,812.808216372892
2005,CORDOBA,114.9912460371852
2005,SANTIAGO DEL ESTERO,7565.8151163200255
2005,CHACO,284.9031304383979
2005,FORMOSA,731.4472098045197
2005,SANTIAGO DEL ESTERO,397.19552032816057
2005,CORDOBA,8360.550842423123
2005,SALTA,7890.339520258879
2005,SANTIAGO DEL ESTERO,1674.0866222350037
2005,SANTIAGO DEL ESTERO,732.0797876994984
2005,SALTA,2533.7117990832994
2005,LA RIOJA,522.9666668857722
2005,SANTIAGO DEL ESTERO,994.8889145341866
2005,CORDOBA,244.98615085558563
2005,CORRIENTES,92.54223683476448
2005,CHACO,564.4468017598285
2005,CORDOBA,169.78276182643924
2005,SANTA FE,105.72758376133793
2005,CHACO,412.0679811396436
2005,SANTIAGO DEL ESTERO,1201.7508134705763
2005,JUJUY,258.1252695992589
2005,CATAMARCA,685.5967821341227
2005,CHACO,363.40392535702847
2005,SANTIAGO DEL ESTERO,2735.3368095574137
2005,SANTIAGO DEL ESTERO,297.5375443687334
2005,TUCUMAN,582.0669868998959
2005,CORDOBA,3638.915428183943
2005,CHACO,702.4991033677377
2005,TUCUMAN,627.7961265966296
2005,CORDOBA,6843.168417532422
2005,CATAMARCA,143.21590530127287
2005,SANTA FE,21298.47084610293
2006,CHACO,5309.827849901511
2006,CHACO,497.17958488627977
2006,CHACO,882.5587602290452
2006,CHACO,1034.112770841928
2006,CHACO,4385.301052990526
2006,SANTA FE,9755.779223752168
2006,SANTIAGO DEL ESTERO,4924.376528563541
2006,SANTIAGO DEL ESTERO,21535.5316949642
2006,CHACO,11817.336536003302
2006,CATAMARCA,27.406079187989235
2006,CATAMARCA,159.08777546546622
2006,SALTA,57722.59609202257
2006,SANTIAGO DEL ESTERO,1365.1137010778868
2006,SANTIAGO DEL ESTERO,1609.0426263457714
2006,SAN LUIS,1594.8402680613249
2006,SANTIAGO DEL ESTERO,5010.388543520693
2006,SAN LUIS,1296.8958117440343
2006,SANTIAGO DEL ESTERO,5974.45446550256
2006,CHACO,321.59917034296427
2006,FORMOSA,3394.216542343591
2006,CORDOBA,612.3354111527111
2006,CATAMARCA,1310.6738476928836
2006,CATAMARCA,58.14629403557263
2006,CORRIENTES,283.3709308689716
2006,LA RIOJA,2689.7858416779072
2006,SANTIAGO DEL ESTERO,2360.8165295945078
2006,SALTA,19.446496173476472
2006,CHACO,2670.2554535016125
2006,SAN LUIS,948.6085288405418
2006,LA RIOJA,1218.256910448156
2006,SANTIAGO DEL ESTERO,12618.851285928427
2006,CHACO,1036.7197205594066
2006,SANTIAGO DEL ESTERO,4028.662403784788
2006,TUCUMAN,802.1499835722002
2006,CORDOBA,3507.559575403644
2006,CATAMARCA,898.4405955793227
2006,SANTIAGO DEL ESTERO,2687.756108547367
2006,FORMOSA,307.1980796009302
2006,CHACO,1348.63661201307
2006,CATAMARCA,3.4677514872130226
2006,LA RIOJA,632.4856627816955
2006,CHACO,1826.0730484579708
2006,LA RIOJA,723.0878982865636
2006,CHACO,643.9315744528584
2006,CHACO,5947.271388831998
2006,SALTA,599.409737079985
2006,SALTA,23644.62861545717
2006,LA RIOJA,488.3803066928013
2006,SANTA FE,1741.349741506343
2006,LA RIOJA,1287.7912471843115
2006,LA RIOJA,2128.7822918498923
2006,SANTIAGO DEL ESTERO,13722.707826736749
2006,TUCUMAN,1550.582264978804
2006,SANTIAGO DEL ESTERO,3155.075087634664
2006,CHACO,3001.8865879819086
2006,CORDOBA,5746.782883875949
2006,SANTIAGO DEL ESTERO,8645.342757986107
2006,TUCUMAN,48.83294233662241
2006,SANTIAGO DEL ESTERO,16305.539181388242
2006,SAN LUIS,5205.381785648448
2006,SALTA,419.0541191605376
2006,TUCUMAN,777.6765509339816
2006,FORMOSA,1771.1079865374109
2006,CATAMARCA,12586.812910877728
2006,SALTA,28.661702163517475
2006,TUCUMAN,2846.4677613005915
2006,CHACO,211.98671952369165
2006,CHACO,3361.99933088752
2006,SAN LUIS,450.5701459200359
2006,SANTIAGO DEL ESTERO,1512.300026833865
2006,CHACO,4151.823402351872
2006,FORMOSA,149.91356860349578
2006,CHACO,866.1869835994698
2006,SALTA,11010.163667046088
2006,CORDOBA,156.8078327173988
2006,SANTIAGO DEL ESTERO,1862.0374174772523
2006,SANTIAGO DEL ESTERO,47266.31502344898
2006,CHACO,1284.4005109321545
2006,SANTIAGO DEL ESTERO,2798.04439041559
2006,SALTA,8744.896017024592
2006,JUJUY,29.81692976364318
2006,FORMOSA,18109.852962974062
2006,SANTIAGO DEL ESTERO,8014.914273873088
2006,FORMOSA,1108.1307690800113
2006,FORMOSA,151.54663484543562
2006,FORMOSA,3632.55902500062
2006,CORDOBA,233.4375601827514
2006,CHACO,1989.2938457869436
2006,CORDOBA,55.02347058177578
2006,SANTIAGO DEL ESTERO,3176.0619547449783
2006,CHACO,423.7700708597606
2006,FORMOSA,1140.9540110182238
2006,SANTIAGO DEL ESTERO,490.1697080352727
2006,CORDOBA,4908.185449712329
2006,SALTA,19230.0798543535
2006,SANTIAGO DEL ESTERO,737.0969527913368
2006,SANTIAGO DEL ESTERO,770.797392288727
2006,SALTA,3955.9333743726215
2006,LA RIOJA,941.342704120483
2006,SANTIAGO DEL ESTERO,1188.7949217645853
2006,CORDOBA,391.7924990029896
2006,CORRIENTES,223.7202469263883
2006,CHACO,1269.901243649131
2006,CORDOBA,490.39159786908647
2006,SANTA FE,668.4403245522403
2006,CHACO,618.0982716204782
2006,SANTIAGO DEL ESTERO,1056.1065635916063
2006,JUJUY,361.5627681989588
