year,country,country_iso2,region,region_trase_id,parent_region,parent_region_trase_id,deforestation_hectares
"2005","ARGENTINA","AR","SARGENTO CABRAL","AR-22154","CHACO","AR-22","363.40392535702847"
"2005","ARGENTINA","AR","SARMIENTO","AR-86182","SANTIAGO DEL ESTERO","AR-86","2735.3368095574137"
"2005","ARGENTINA","AR","SILIPICA","AR-86189","SANTIAGO DEL ESTERO","AR-86","297.5375443687334"
"2005","ARGENTINA","AR","SIMOCA","AR-90091","TUCUMAN","AR-90","582.0669868998959"
"2005","ARGENTINA","AR","SOBREMONTE","AR-14154","CORDOBA","AR-14","3638.915428183943"
"2005","ARGENTINA","AR","TAPENAGA","AR-22161","CHACO","AR-22","702.4991033677377"
"2005","ARGENTINA","AR","TRANCAS","AR-90112","TUCUMAN","AR-90","627.7961265966296"
"2005","ARGENTINA","AR","TULUMBA","AR-14175","CORDOBA","AR-14","6843.168417532422"
"2005","ARGENTINA","AR","VALLE VIEJO","AR-10112","CATAMARCA","AR-10","143.21590530127287"
"2005","ARGENTINA","AR","VERA","AR-82133","SANTA FE","AR-82","21298.470846102926"
"2006","ARGENTINA","AR","12 DE OCTUBRE","AR-22036","CHACO","AR-22","5309.8278499015105"
"2006","ARGENTINA","AR","1º DE MAYO","AR-22126","CHACO","AR-22","497.17958488627977"
"2006","ARGENTINA","AR","25 DE MAYO","AR-22168","CHACO","AR-22","882.5587602290452"
"2006","ARGENTINA","AR","2 DE ABRIL","AR-22039","CHACO","AR-22","1034.112770841928"
"2006","ARGENTINA","AR","9 DE JULIO","AR-22105","CHACO","AR-22","4385.301052990526"
"2006","ARGENTINA","AR","9 DE JULIO","AR-82077","SANTA FE","AR-82","9755.779223752168"
"2006","ARGENTINA","AR","AGUIRRE","AR-86007","SANTIAGO DEL ESTERO","AR-86","4924.376528563541"
"2006","ARGENTINA","AR","ALBERDI","AR-86014","SANTIAGO DEL ESTERO","AR-86","21535.531694964197"
"2006","ARGENTINA","AR","ALMIRANTE BROWN","AR-22007","CHACO","AR-22","11817.336536003302"
"2006","ARGENTINA","AR","AMBATO","AR-10007","CATAMARCA","AR-10","27.406079187989235"
"2006","ARGENTINA","AR","ANCASTI","AR-10014","CATAMARCA","AR-10","159.08777546546622"
"2006","ARGENTINA","AR","ANTA","AR-66007","SALTA","AR-66","57722.59609202257"
"2006","ARGENTINA","AR","ATAMISQUI","AR-86021","SANTIAGO DEL ESTERO","AR-86","1365.1137010778868"
"2006","ARGENTINA","AR","AVELLANEDA","AR-86028","SANTIAGO DEL ESTERO","AR-86","1609.0426263457714"
"2006","ARGENTINA","AR","AYACUCHO","AR-74007","SAN LUIS","AR-74","1594.8402680613247"
"2006","ARGENTINA","AR","BANDA","AR-86035","SANTIAGO DEL ESTERO","AR-86","5010.388543520693"
"2006","ARGENTINA","AR","BELGRANO","AR-74014","SAN LUIS","AR-74","1296.8958117440343"
"2006","ARGENTINA","AR","BELGRANO","AR-86042","SANTIAGO DEL ESTERO","AR-86","5974.45446550256"
"2006","ARGENTINA","AR","BERMEJO","AR-22014","CHACO","AR-22","321.59917034296427"
"2006","ARGENTINA","AR","BERMEJO","AR-34007","FORMOSA","AR-34","3394.216542343591"
"2006","ARGENTINA","AR","CALAMUCHITA","AR-14007","CORDOBA","AR-14","612.3354111527111"
"2006","ARGENTINA","AR","CAPAYAN","AR-10042","CATAMARCA","AR-10","1310.6738476928836"
"2006","ARGENTINA","AR","CAPITAL","AR-10049","CATAMARCA","AR-10","58.14629403557263"
"2006","ARGENTINA","AR","CAPITAL","AR-18021","CORRIENTES","AR-18","283.3709308689716"
"2006","ARGENTINA","AR","CAPITAL","AR-46014","LA RIOJA","AR-46","2689.7858416779072"
"2006","ARGENTINA","AR","CAPITAL","AR-86049","SANTIAGO DEL ESTERO","AR-86","2360.8165295945073"
"2006","ARGENTINA","AR","CERRILLOS","AR-66035","SALTA","AR-66","19.446496173476472"
"2006","ARGENTINA","AR","CHACABUCO","AR-22028","CHACO","AR-22","2670.2554535016125"
"2006","ARGENTINA","AR","CHACABUCO","AR-74028","SAN LUIS","AR-74","948.6085288405418"
"2006","ARGENTINA","AR","CHAMICAL","AR-46035","LA RIOJA","AR-46","1218.256910448156"
"2006","ARGENTINA","AR","CHOYA","AR-86063","SANTIAGO DEL ESTERO","AR-86","12618.851285928427"
"2006","ARGENTINA","AR","COMANDANTE FERNANDEZ","AR-22021","CHACO","AR-22","1036.7197205594066"
"2006","ARGENTINA","AR","COPO","AR-86056","SANTIAGO DEL ESTERO","AR-86","4028.662403784788"
"2006","ARGENTINA","AR","CRUZ ALTA","AR-90014","TUCUMAN","AR-90","802.1499835722002"
"2006","ARGENTINA","AR","CRUZ DEL EJE","AR-14028","CORDOBA","AR-14","3507.559575403644"
"2006","ARGENTINA","AR","EL ALTO","AR-10056","CATAMARCA","AR-10","898.4405955793227"
"2006","ARGENTINA","AR","FIGUEROA","AR-86070","SANTIAGO DEL ESTERO","AR-86","2687.756108547367"
"2006","ARGENTINA","AR","FORMOSA","AR-34014","FORMOSA","AR-34","307.1980796009302"
"2006","ARGENTINA","AR","FRAY JUSTO SANTA MARIA DE ORO","AR-22043","CHACO","AR-22","1348.63661201307"
"2006","ARGENTINA","AR","FRAY MAMERTO ESQUIU","AR-10063","CATAMARCA","AR-10","3.4677514872130226"
"2006","ARGENTINA","AR","GENERAL ANGEL V. PENALOZA","AR-46056","LA RIOJA","AR-46","632.4856627816955"
"2006","ARGENTINA","AR","GENERAL BELGRANO","AR-22049","CHACO","AR-22","1826.0730484579708"
"2006","ARGENTINA","AR","GENERAL BELGRANO","AR-46063","LA RIOJA","AR-46","723.0878982865636"
"2006","ARGENTINA","AR","GENERAL DONOVAN","AR-22056","CHACO","AR-22","643.9315744528584"
"2006","ARGENTINA","AR","GENERAL GUEMES","AR-22063","CHACO","AR-22","5947.271388831998"
"2006","ARGENTINA","AR","GENERAL GUEMES","AR-66049","SALTA","AR-66","599.409737079985"
"2006","ARGENTINA","AR","GENERAL JOSE DE SAN MARTIN","AR-66056","SALTA","AR-66","23644.62861545717"
"2006","ARGENTINA","AR","GENERAL JUAN F. QUIROGA","AR-46070","LA RIOJA","AR-46","488.38030669280124"
"2006","ARGENTINA","AR","GENERAL OBLIGADO","AR-82049","SANTA FE","AR-82","1741.349741506343"
"2006","ARGENTINA","AR","GENERAL OCAMPO","AR-46084","LA RIOJA","AR-46","1287.7912471843115"
"2006","ARGENTINA","AR","GENERAL SAN MARTIN","AR-46091","LA RIOJA","AR-46","2128.7822918498923"
"2006","ARGENTINA","AR","GENERAL TABOADA","AR-86077","SANTIAGO DEL ESTERO","AR-86","13722.707826736747"
"2006","ARGENTINA","AR","GRANEROS","AR-90035","TUCUMAN","AR-90","1550.582264978804"
"2006","ARGENTINA","AR","GUASAYAN","AR-86084","SANTIAGO DEL ESTERO","AR-86","3155.0750876346638"
"2006","ARGENTINA","AR","INDEPENDENCIA","AR-22070","CHACO","AR-22","3001.8865879819086"
"2006","ARGENTINA","AR","ISCHILIN","AR-14049","CORDOBA","AR-14","5746.782883875949"
"2006","ARGENTINA","AR","JIMENEZ","AR-86091","SANTIAGO DEL ESTERO","AR-86","8645.342757986107"
"2006","ARGENTINA","AR","JUAN B. ALBERDI","AR-90042","TUCUMAN","AR-90","48.83294233662241"
"2006","ARGENTINA","AR","JUAN F. IBARRA","AR-86098","SANTIAGO DEL ESTERO","AR-86","16305.539181388242"
"2006","ARGENTINA","AR","JUNIN","AR-74049","SAN LUIS","AR-74","5205.381785648448"
"2006","ARGENTINA","AR","LA CANDELARIA","AR-66084","SALTA","AR-66","419.0541191605376"
"2006","ARGENTINA","AR","LA COCHA","AR-90049","TUCUMAN","AR-90","777.6765509339816"
"2006","ARGENTINA","AR","LAISHI","AR-34021","FORMOSA","AR-34","1771.1079865374109"
"2006","ARGENTINA","AR","LA PAZ","AR-10070","CATAMARCA","AR-10","12586.812910877727"
"2006","ARGENTINA","AR","LA VINA","AR-66098","SALTA","AR-66","28.661702163517475"
"2006","ARGENTINA","AR","LEALES","AR-90056","TUCUMAN","AR-90","2846.4677613005915"
"2006","ARGENTINA","AR","LIBERTAD","AR-22077","CHACO","AR-22","211.98671952369165"
"2006","ARGENTINA","AR","LIBERTADOR GENERAL SAN MARTIN","AR-22084","CHACO","AR-22","3361.99933088752"
"2006","ARGENTINA","AR","LIBERTADOR GENERAL SAN MARTIN","AR-74063","SAN LUIS","AR-74","450.5701459200359"
"2006","ARGENTINA","AR","LORETO","AR-86105","SANTIAGO DEL ESTERO","AR-86","1512.300026833865"
"2006","ARGENTINA","AR","MAIPU","AR-22091","CHACO","AR-22","4151.823402351872"
"2006","ARGENTINA","AR","MATACOS","AR-34028","FORMOSA","AR-34","149.91356860349578"
"2006","ARGENTINA","AR","MAYOR LUIS J. FONTANA","AR-22098","CHACO","AR-22","866.1869835994698"
"2006","ARGENTINA","AR","METAN","AR-66112","SALTA","AR-66","11010.163667046088"
"2006","ARGENTINA","AR","MINAS","AR-14070","CORDOBA","AR-14","156.8078327173988"
"2006","ARGENTINA","AR","MITRE","AR-86112","SANTIAGO DEL ESTERO","AR-86","1862.0374174772523"
"2006","ARGENTINA","AR","MORENO","AR-86119","SANTIAGO DEL ESTERO","AR-86","47266.31502344898"
"2006","ARGENTINA","AR","O'HIGGINS","AR-22112","CHACO","AR-22","1284.4005109321545"
"2006","ARGENTINA","AR","OJO DE AGUA","AR-86126","SANTIAGO DEL ESTERO","AR-86","2798.04439041559"
"2006","ARGENTINA","AR","ORAN","AR-66126","SALTA","AR-66","8744.896017024592"
"2006","ARGENTINA","AR","PALPALA","AR-38042","JUJUY","AR-38","29.81692976364318"
"2006","ARGENTINA","AR","PATINO","AR-34035","FORMOSA","AR-34","18109.852962974066"
"2006","ARGENTINA","AR","PELLEGRINI","AR-86133","SANTIAGO DEL ESTERO","AR-86","8014.914273873088"
"2006","ARGENTINA","AR","PILAGAS","AR-34042","FORMOSA","AR-34","1108.1307690800113"
"2006","ARGENTINA","AR","PILCOMAYO","AR-34049","FORMOSA","AR-34","151.54663484543562"
"2006","ARGENTINA","AR","PIRANE","AR-34056","FORMOSA","AR-34","3632.5590250006203"
"2006","ARGENTINA","AR","POCHO","AR-14077","CORDOBA","AR-14","233.4375601827514"
"2006","ARGENTINA","AR","PRESIDENCIA DE LA PLAZA","AR-22119","CHACO","AR-22","1989.2938457869434"
"2006","ARGENTINA","AR","PUNILLA","AR-14091","CORDOBA","AR-14","55.02347058177578"
"2006","ARGENTINA","AR","QUEBRACHOS","AR-86140","SANTIAGO DEL ESTERO","AR-86","3176.0619547449783"
"2006","ARGENTINA","AR","QUITILIPI","AR-22133","CHACO","AR-22","423.7700708597606"
"2006","ARGENTINA","AR","RAMON LISTA","AR-34063","FORMOSA","AR-34","1140.9540110182238"
"2006","ARGENTINA","AR","RIO HONDO","AR-86147","SANTIAGO DEL ESTERO","AR-86","490.1697080352727"
"2006","ARGENTINA","AR","RIO SECO","AR-14112","CORDOBA","AR-14","4908.185449712329"
"2006","ARGENTINA","AR","RIVADAVIA","AR-66133","SALTA","AR-66","19230.0798543535"
"2006","ARGENTINA","AR","RIVADAVIA","AR-86154","SANTIAGO DEL ESTERO","AR-86","737.0969527913368"
"2006","ARGENTINA","AR","ROBLES","AR-86161","SANTIAGO DEL ESTERO","AR-86","770.797392288727"
"2006","ARGENTINA","AR","ROSARIO DE LA FRONTERA","AR-66140","SALTA","AR-66","3955.9333743726215"
"2006","ARGENTINA","AR","ROSARIO VERA PENALOZA","AR-46112","LA RIOJA","AR-46","941.342704120483"
"2006","ARGENTINA","AR","SALAVINA","AR-86168","SANTIAGO DEL ESTERO","AR-86","1188.7949217645853"
"2006","ARGENTINA","AR","SAN ALBERTO","AR-14126","CORDOBA","AR-14","391.7924990029896"
"2006","ARGENTINA","AR","SAN COSME","AR-18133","CORRIENTES","AR-18","223.7202469263883"
"2006","ARGENTINA","AR","SAN FERNANDO","AR-22140","CHACO","AR-22","1269.901243649131"
"2006","ARGENTINA","AR","SAN JAVIER","AR-14133","CORDOBA","AR-14","490.39159786908647"
"2006","ARGENTINA","AR","SAN JUSTO","AR-82112","SANTA FE","AR-82","668.4403245522403"
"2006","ARGENTINA","AR","SAN LORENZO","AR-22147","CHACO","AR-22","618.0982716204782"
"2006","ARGENTINA","AR","SAN MARTIN","AR-86175","SANTIAGO DEL ESTERO","AR-86","1056.1065635916063"
"2006","ARGENTINA","AR","SAN PEDRO","AR-38063","JUJUY","AR-38","361.5627681989588"
"2006","ARGENTINA","AR","SANTA ROSA","AR-10098","CATAMARCA","AR-10","3069.336900990705"
"2006","ARGENTINA","AR","SARGENTO CABRAL","AR-22154","CHACO","AR-22","2027.943923270264"
"2006","ARGENTINA","AR","SARMIENTO","AR-86182","SANTIAGO DEL ESTERO","AR-86","1074.1926965070998"
"2006","ARGENTINA","AR","SILIPICA","AR-86189","SANTIAGO DEL ESTERO","AR-86","298.31503488254896"
"2006","ARGENTINA","AR","SIMOCA","AR-90091","TUCUMAN","AR-90","733.5669201088301"
"2006","ARGENTINA","AR","SOBREMONTE","AR-14154","CORDOBA","AR-14","4845.6551969709935"
"2006","ARGENTINA","AR","TAPENAGA","AR-22161","CHACO","AR-22","1182.399951487429"
"2006","ARGENTINA","AR","TRANCAS","AR-90112","TUCUMAN","AR-90","206.59418818693536"
"2006","ARGENTINA","AR","TULUMBA","AR-14175","CORDOBA","AR-14","6098.101569680256"
"2006","ARGENTINA","AR","VALLE VIEJO","AR-10112","CATAMARCA","AR-10","271.34213488636647"
"2006","ARGENTINA","AR","VERA","AR-82133","SANTA FE","AR-82","6126.676927120458"
"2007","ARGENTINA","AR","12 DE OCTUBRE","AR-22036","CHACO","AR-22","2096.890566505667"
"2007","ARGENTINA","AR","1º DE MAYO","AR-22126","CHACO","AR-22","8804.292378026363"
"2007","ARGENTINA","AR","25 DE MAYO","AR-22168","CHACO","AR-22","418.44258117611497"
"2007","ARGENTINA","AR","2 DE ABRIL","AR-22039","CHACO","AR-22","314.41109622331226"
"2007","ARGENTINA","AR","9 DE JULIO","AR-22105","CHACO","AR-22","3588.633921187065"
"2007","ARGENTINA","AR","9 DE JULIO","AR-82077","SANTA FE","AR-82","4393.957856730971"
"2007","ARGENTINA","AR","AGUIRRE","AR-86007","SANTIAGO DEL ESTERO","AR-86","8012.895573023454"
"2007","ARGENTINA","AR","ALBERDI","AR-86014","SANTIAGO DEL ESTERO","AR-86","21440.6434945742"
"2007","ARGENTINA","AR","ALMIRANTE BROWN","AR-22007","CHACO","AR-22","16554.669604509167"
"2007","ARGENTINA","AR","AMBATO","AR-10007","CATAMARCA","AR-10","27.19053445157467"
"2007","ARGENTINA","AR","ANCASTI","AR-10014","CATAMARCA","AR-10","19.95686401832922"
"2007","ARGENTINA","AR","ANTA","AR-66007","SALTA","AR-66","48616.83202291604"
"2007","ARGENTINA","AR","ATAMISQUI","AR-86021","SANTIAGO DEL ESTERO","AR-86","1754.999346457948"
"2007","ARGENTINA","AR","AVELLANEDA","AR-86028","SANTIAGO DEL ESTERO","AR-86","2428.8370958941814"
"2007","ARGENTINA","AR","AYACUCHO","AR-74007","SAN LUIS","AR-74","2790.14802750127"
"2007","ARGENTINA","AR","BANDA","AR-86035","SANTIAGO DEL ESTERO","AR-86","3022.4349683638"
"2007","ARGENTINA","AR","BELGRANO","AR-74014","SAN LUIS","AR-74","340.7542260748206"
"2007","ARGENTINA","AR","BELGRANO","AR-86042","SANTIAGO DEL ESTERO","AR-86","3691.6502231799504"
"2007","ARGENTINA","AR","BERMEJO","AR-22014","CHACO","AR-22","11068.435025800562"
"2007","ARGENTINA","AR","BERMEJO","AR-34007","FORMOSA","AR-34","8977.885717770137"
"2007","ARGENTINA","AR","CALAMUCHITA","AR-14007","CORDOBA","AR-14","366.0602200263563"
"2007","ARGENTINA","AR","CAPAYAN","AR-10042","CATAMARCA","AR-10","434.46791472285986"
"2007","ARGENTINA","AR","CAPITAL","AR-10049","CATAMARCA","AR-10","20.656293869018555"
"2007","ARGENTINA","AR","CAPITAL","AR-18021","CORRIENTES","AR-18","1627.185641729861"
"2007","ARGENTINA","AR","CAPITAL","AR-46014","LA RIOJA","AR-46","1957.8638801218246"
"2007","ARGENTINA","AR","CAPITAL","AR-86049","SANTIAGO DEL ESTERO","AR-86","1352.387917907916"
"2007","ARGENTINA","AR","CERRILLOS","AR-66035","SALTA","AR-66","21.142057548434128"
"2007","ARGENTINA","AR","CHACABUCO","AR-22028","CHACO","AR-22","1823.635796475352"
"2007","ARGENTINA","AR","CHACABUCO","AR-74028","SAN LUIS","AR-74","969.4004977722963"
"2007","ARGENTINA","AR","CHAMICAL","AR-46035","LA RIOJA","AR-46","251.0085527926391"
"2007","ARGENTINA","AR","CHOYA","AR-86063","SANTIAGO DEL ESTERO","AR-86","5351.534625289633"
"2007","ARGENTINA","AR","COMANDANTE FERNANDEZ","AR-22021","CHACO","AR-22","785.6801064764753"
"2007","ARGENTINA","AR","COPO","AR-86056","SANTIAGO DEL ESTERO","AR-86","4487.069820916418"
"2007","ARGENTINA","AR","CRUZ ALTA","AR-90014","TUCUMAN","AR-90","311.68896374839784"
"2007","ARGENTINA","AR","CRUZ DEL EJE","AR-14028","CORDOBA","AR-14","2223.785648565608"
"2007","ARGENTINA","AR","EL ALTO","AR-10056","CATAMARCA","AR-10","201.24714744091034"
"2007","ARGENTINA","AR","FIGUEROA","AR-86070","SANTIAGO DEL ESTERO","AR-86","3988.8100354975345"
"2007","ARGENTINA","AR","FORMOSA","AR-34014","FORMOSA","AR-34","5501.958872209694"
"2007","ARGENTINA","AR","FRAY JUSTO SANTA MARIA DE ORO","AR-22043","CHACO","AR-22","682.5565462136385"
"2007","ARGENTINA","AR","FRAY MAMERTO ESQUIU","AR-10063","CATAMARCA","AR-10","24.49041254651897"
"2007","ARGENTINA","AR","GENERAL ANGEL V. PENALOZA","AR-46056","LA RIOJA","AR-46","285.73013520045026"
"2007","ARGENTINA","AR","GENERAL BELGRANO","AR-22049","CHACO","AR-22","1487.4552119453163"
"2007","ARGENTINA","AR","GENERAL BELGRANO","AR-46063","LA RIOJA","AR-46","308.94505651806503"
"2007","ARGENTINA","AR","GENERAL DONOVAN","AR-22056","CHACO","AR-22","2903.9685236499886"
"2007","ARGENTINA","AR","GENERAL GUEMES","AR-22063","CHACO","AR-22","7645.24138484077"
"2007","ARGENTINA","AR","GENERAL GUEMES","AR-66049","SALTA","AR-66","602.2909632329263"
"2007","ARGENTINA","AR","GENERAL JOSE DE SAN MARTIN","AR-66056","SALTA","AR-66","25624.85867005011"
"2007","ARGENTINA","AR","GENERAL JUAN F. QUIROGA","AR-46070","LA RIOJA","AR-46","59.05630122329674"
"2007","ARGENTINA","AR","GENERAL OBLIGADO","AR-82049","SANTA FE","AR-82","6464.108380629677"
"2007","ARGENTINA","AR","GENERAL OCAMPO","AR-46084","LA RIOJA","AR-46","1127.7331005584083"
"2007","ARGENTINA","AR","GENERAL SAN MARTIN","AR-46091","LA RIOJA","AR-46","1371.6142909750342"
"2007","ARGENTINA","AR","GENERAL TABOADA","AR-86077","SANTIAGO DEL ESTERO","AR-86","9947.714008665876"
"2007","ARGENTINA","AR","GRANEROS","AR-90035","TUCUMAN","AR-90","1852.7278311154423"
"2007","ARGENTINA","AR","GUASAYAN","AR-86084","SANTIAGO DEL ESTERO","AR-86","1998.4746995831238"
"2007","ARGENTINA","AR","INDEPENDENCIA","AR-22070","CHACO","AR-22","2001.2870022385148"
"2007","ARGENTINA","AR","ISCHILIN","AR-14049","CORDOBA","AR-14","2495.4262208896816"
"2007","ARGENTINA","AR","JIMENEZ","AR-86091","SANTIAGO DEL ESTERO","AR-86","11114.205755197328"
"2007","ARGENTINA","AR","JUAN B. ALBERDI","AR-90042","TUCUMAN","AR-90","68.89891491830349"
"2007","ARGENTINA","AR","JUAN F. IBARRA","AR-86098","SANTIAGO DEL ESTERO","AR-86","14660.233796594744"
"2007","ARGENTINA","AR","JUNIN","AR-74049","SAN LUIS","AR-74","1857.9652549741022"
"2007","ARGENTINA","AR","LA CANDELARIA","AR-66084","SALTA","AR-66","163.484326512498"
"2007","ARGENTINA","AR","LA COCHA","AR-90049","TUCUMAN","AR-90","87.31363557220673"
"2007","ARGENTINA","AR","LAISHI","AR-34021","FORMOSA","AR-34","9663.484993427524"
"2007","ARGENTINA","AR","LA PAZ","AR-10070","CATAMARCA","AR-10","3317.817330673483"
"2007","ARGENTINA","AR","LA VINA","AR-66098","SALTA","AR-66","59.31660550736329"
"2007","ARGENTINA","AR","LEALES","AR-90056","TUCUMAN","AR-90","839.4388858817078"
"2007","ARGENTINA","AR","LIBERTAD","AR-22077","CHACO","AR-22","1867.3990123811304"
"2007","ARGENTINA","AR","LIBERTADOR GENERAL SAN MARTIN","AR-22084","CHACO","AR-22","9634.603088249854"
"2007","ARGENTINA","AR","LIBERTADOR GENERAL SAN MARTIN","AR-74063","SAN LUIS","AR-74","434.5481653692675"
"2007","ARGENTINA","AR","LORETO","AR-86105","SANTIAGO DEL ESTERO","AR-86","1501.333801981573"
"2007","ARGENTINA","AR","MAIPU","AR-22091","CHACO","AR-22","3176.586728887114"
"2007","ARGENTINA","AR","MATACOS","AR-34028","FORMOSA","AR-34","307.33933181078993"
"2007","ARGENTINA","AR","MAYOR LUIS J. FONTANA","AR-22098","CHACO","AR-22","790.9048655079275"
"2007","ARGENTINA","AR","METAN","AR-66112","SALTA","AR-66","5510.771225545892"
"2007","ARGENTINA","AR","MINAS","AR-14070","CORDOBA","AR-14","28.772558733820915"
"2007","ARGENTINA","AR","MITRE","AR-86112","SANTIAGO DEL ESTERO","AR-86","2844.0091749743506"
"2007","ARGENTINA","AR","MORENO","AR-86119","SANTIAGO DEL ESTERO","AR-86","40104.16647413805"
"2007","ARGENTINA","AR","O'HIGGINS","AR-22112","CHACO","AR-22","841.5794240961179"
"2007","ARGENTINA","AR","OJO DE AGUA","AR-86126","SANTIAGO DEL ESTERO","AR-86","7335.999238200194"
"2007","ARGENTINA","AR","ORAN","AR-66126","SALTA","AR-66","11327.52192315129"
"2007","ARGENTINA","AR","PALPALA","AR-38042","JUJUY","AR-38","46.11359602499242"
"2007","ARGENTINA","AR","PATINO","AR-34035","FORMOSA","AR-34","30876.20828041037"
"2007","ARGENTINA","AR","PELLEGRINI","AR-86133","SANTIAGO DEL ESTERO","AR-86","8888.594656976911"
"2007","ARGENTINA","AR","PILAGAS","AR-34042","FORMOSA","AR-34","2146.560998143197"
"2007","ARGENTINA","AR","PILCOMAYO","AR-34049","FORMOSA","AR-34","3026.6807427648237"
"2007","ARGENTINA","AR","PIRANE","AR-34056","FORMOSA","AR-34","5255.823707064869"
"2007","ARGENTINA","AR","POCHO","AR-14077","CORDOBA","AR-14","59.52489263564348"
"2007","ARGENTINA","AR","PRESIDENCIA DE LA PLAZA","AR-22119","CHACO","AR-22","1134.1387215820598"
"2007","ARGENTINA","AR","PUNILLA","AR-14091","CORDOBA","AR-14","348.3180498501541"
"2007","ARGENTINA","AR","QUEBRACHOS","AR-86140","SANTIAGO DEL ESTERO","AR-86","8620.433667021289"
"2007","ARGENTINA","AR","QUITILIPI","AR-22133","CHACO","AR-22","277.1126405140933"
"2007","ARGENTINA","AR","RAMON LISTA","AR-34063","FORMOSA","AR-34","7399.257030444492"
"2007","ARGENTINA","AR","RIO HONDO","AR-86147","SANTIAGO DEL ESTERO","AR-86","485.71317811085316"
"2007","ARGENTINA","AR","RIO SECO","AR-14112","CORDOBA","AR-14","10269.598349003467"
"2007","ARGENTINA","AR","RIVADAVIA","AR-66133","SALTA","AR-66","33885.56458210367"
"2007","ARGENTINA","AR","RIVADAVIA","AR-86154","SANTIAGO DEL ESTERO","AR-86","2189.718251798609"
"2007","ARGENTINA","AR","ROBLES","AR-86161","SANTIAGO DEL ESTERO","AR-86","939.3945944116688"
"2007","ARGENTINA","AR","ROSARIO DE LA FRONTERA","AR-66140","SALTA","AR-66","4159.107276478177"
"2007","ARGENTINA","AR","ROSARIO VERA PENALOZA","AR-46112","LA RIOJA","AR-46","238.76934489169543"
"2007","ARGENTINA","AR","SALAVINA","AR-86168","SANTIAGO DEL ESTERO","AR-86","5631.670047416903"
"2007","ARGENTINA","AR","SAN ALBERTO","AR-14126","CORDOBA","AR-14","204.4489358663559"
"2007","ARGENTINA","AR","SAN COSME","AR-18133","CORRIENTES","AR-18","2557.9622379528246"
"2007","ARGENTINA","AR","SAN FERNANDO","AR-22140","CHACO","AR-22","5769.622012824842"
"2007","ARGENTINA","AR","SAN JAVIER","AR-14133","CORDOBA","AR-14","288.5767905129229"
"2007","ARGENTINA","AR","SAN JUSTO","AR-82112","SANTA FE","AR-82","737.2970789093597"
"2007","ARGENTINA","AR","SAN LORENZO","AR-22147","CHACO","AR-22","672.6158056371061"
"2007","ARGENTINA","AR","SAN MARTIN","AR-86175","SANTIAGO DEL ESTERO","AR-86","1809.4743512739153"
"2007","ARGENTINA","AR","SAN PEDRO","AR-38063","JUJUY","AR-38","309.79894563701805"
"2007","ARGENTINA","AR","SANTA ROSA","AR-10098","CATAMARCA","AR-10","1899.2688501981545"
"2007","ARGENTINA","AR","SARGENTO CABRAL","AR-22154","CHACO","AR-22","1822.581182272148"
"2007","ARGENTINA","AR","SARMIENTO","AR-86182","SANTIAGO DEL ESTERO","AR-86","2706.385860385117"
"2007","ARGENTINA","AR","SILIPICA","AR-86189","SANTIAGO DEL ESTERO","AR-86","2129.45619955022"
"2007","ARGENTINA","AR","SIMOCA","AR-90091","TUCUMAN","AR-90","321.42332025182014"
"2007","ARGENTINA","AR","SOBREMONTE","AR-14154","CORDOBA","AR-14","2166.3543014854486"
"2007","ARGENTINA","AR","TAPENAGA","AR-22161","CHACO","AR-22","2996.8356163003864"
"2007","ARGENTINA","AR","TRANCAS","AR-90112","TUCUMAN","AR-90","160.44620214402676"
"2007","ARGENTINA","AR","TULUMBA","AR-14175","CORDOBA","AR-14","6757.031180608652"
"2007","ARGENTINA","AR","VALLE VIEJO","AR-10112","CATAMARCA","AR-10","479.6935017257929"
"2007","ARGENTINA","AR","VERA","AR-82133","SANTA FE","AR-82","15907.957490684827"
"2008","ARGENTINA","AR","12 DE OCTUBRE","AR-22036","CHACO","AR-22","5328.650763431894"
"2008","ARGENTINA","AR","1º DE MAYO","AR-22126","CHACO","AR-22","1477.53987242933"
"2008","ARGENTINA","AR","25 DE MAYO","AR-22168","CHACO","AR-22","1884.5066916169783"
"2008","ARGENTINA","AR","2 DE ABRIL","AR-22039","CHACO","AR-22","528.2900776193716"
"2008","ARGENTINA","AR","9 DE JULIO","AR-22105","CHACO","AR-22","3929.3913850214553"
"2008","ARGENTINA","AR","9 DE JULIO","AR-82077","SANTA FE","AR-82","7671.483126349046"
"2008","ARGENTINA","AR","AGUIRRE","AR-86007","SANTIAGO DEL ESTERO","AR-86","12303.86160976218"
"2008","ARGENTINA","AR","ALBERDI","AR-86014","SANTIAGO DEL ESTERO","AR-86","30374.039705609113"
"2008","ARGENTINA","AR","ALMIRANTE BROWN","AR-22007","CHACO","AR-22","20063.88749296332"
"2008","ARGENTINA","AR","AMBATO","AR-10007","CATAMARCA","AR-10","50.60245220126475"
"2008","ARGENTINA","AR","ANCASTI","AR-10014","CATAMARCA","AR-10","292.19683191174386"
"2008","ARGENTINA","AR","ANTA","AR-66007","SALTA","AR-66","42835.41034039353"
"2008","ARGENTINA","AR","ATAMISQUI","AR-86021","SANTIAGO DEL ESTERO","AR-86","2397.790311324129"
"2008","ARGENTINA","AR","AVELLANEDA","AR-86028","SANTIAGO DEL ESTERO","AR-86","2742.124137074309"
"2008","ARGENTINA","AR","AYACUCHO","AR-74007","SAN LUIS","AR-74","3103.9509011070522"
