Id,period,POINT_X,POINT_Y,Region,WoodCover,WLrate,WoodLoss,ConsFund,ConsFund_cumm,ConsFund_r,pct_PA,PA_change,WoodChange,WoodCover_270,WoodLoss_270,pct_PA_270,PA_change_270,WoodCover_540,WoodLoss_540,pct_PA_540,PA_change_540,ConsFund_diff
118,3,681925.5953,48698.69495,Other,0.385500911,0.015769275,0.025099561,0,0,0,0,0,-0.025099561,0.194842855,0.013723286,0,0,0.247859937,0.004633032,0.045830932,0.045824357,0
118,4,681925.5953,48698.69495,Other,0.421263704,0,0,0.369681454,0.369681454,0.03458908,0,0,0.035762793,0.213596564,0,0,0,0.259694276,0.003024831,0.045830932,0,0.369681454
118,5,681925.5953,48698.69495,Other,0.40755443,0.00827113,0.013709275,0.150618518,0.440446328,0.005856858,0,0,-0.013709275,0.207953889,0.006854637,0,0,0.271236099,0.001386822,0.045830932,0,-0.219062936
118,6,681925.5953,48698.69495,Other,0.39216615,0.009622223,0.01538828,0.527987074,0.710103261,0.009501314,0,0,-0.01538828,0.201547956,0.00769414,0,0,0.258919735,0.013407819,0.045830932,0,0.377368556
118,7,681925.5953,48698.69495,Other,0.428408901,0,0,NA,NA,NA,0,0,0.036242751,0.21951747,0.000151861,0,0,0.262914858,0.004266717,0.045830932,0,NA
167,0,-668074.4047,138698.6949,Chaco,0.235776013,NA,NA,NA,NA,NA,0.102526916,NA,NA,0.53221823,NA,0.017087819,NA,0.520703644,NA,0.009320629,NA,NA
167,1,-668074.4047,138698.6949,Chaco,0.229484648,0.003380765,0.003145682,0,0,0,0.102526918,0,-0.003145682,0.523404851,0.00440669,0.01708782,0,0.514383059,0.003160293,0.011392715,0.001036043,NA
167,2,-668074.4047,138698.6949,Chaco,0.227823774,0.001815931,0.001660874,0,0,0,0.102526918,0,-0.001660874,0.517362154,0.006042697,0.01708782,0,0.509271952,0.005111107,0.011392715,0,0
167,3,-668074.4047,138698.6949,Chaco,0.219708422,0.009067774,0.008115352,0,0,0,0.102526918,0,-0.008115352,0.506218017,0.011144136,0.01708782,0,0.499964131,0.009307821,0.011392715,0,0
167,4,-668074.4047,138698.6949,Chaco,0.217002665,0.003097919,0.002705757,0.005166393,0.005166393,0.000320818,0.102526918,0,-0.002705757,0.488541365,0.017676652,0.01708782,0,0.480912444,0.019051686,0.011392715,0,0.005166393
167,5,-668074.4047,138698.6949,Chaco,0.207172708,0.011589213,0.009829957,0.931439049,0.932047226,0.095844171,0.102526918,0,-0.009829957,0.454988699,0.033552665,0.01708782,0,0.455726052,0.025186393,0.011392715,0,0.926272656
167,6,-668074.4047,138698.6949,Chaco,0.205586674,0.001921267,0.001586034,0.71083702,1.103465209,0.016439365,0.102526918,0,-0.001586034,0.44743081,0.007557889,0.01708782,0,0.447033001,0.008693051,0.011392715,0,-0.220602029
167,7,-668074.4047,138698.6949,Chaco,0.20497452,0.000745509,0.000612154,NA,NA,NA,0.102526918,0,-0.000612154,0.442505597,0.004925213,0.01708782,0,0.442854953,0.004178048,0.011392715,0,NA
170,0,-578074.4047,138698.6949,Chaco,0.570576972,NA,NA,NA,NA,NA,0,NA,NA,0.53221823,NA,0.017087819,NA,0.520703644,NA,0.009320629,NA,NA
170,1,-578074.4047,138698.6949,Chaco,0.568239659,0.000513102,0.001168657,0,0,0,0,0,-0.001168657,0.523404851,0.00440669,0.01708782,0,0.514383059,0.003160293,0.011392715,0.001036043,NA
170,2,-578074.4047,138698.6949,Chaco,0.567669723,0.000250872,0.000569936,0,0,0,0,0,-0.000569936,0.517362154,0.006042697,0.01708782,0,0.509271952,0.005111107,0.011392715,0,0
170,3,-578074.4047,138698.6949,Chaco,0.567194776,0.000209253,0.000474947,0,0,0,0,0,-0.000474947,0.506218017,0.011144136,0.01708782,0,0.499964131,0.009307821,0.011392715,0,0
170,4,-578074.4047,138698.6949,Chaco,0.563470043,0.001647149,0.003724733,0.00517429,0.00517429,0.000321312,0,0,-0.003724733,0.488541365,0.017676652,0.01708782,0,0.480912444,0.019051686,0.011392715,0,0.00517429
170,5,-578074.4047,138698.6949,Chaco,0.552880171,0.00474322,0.010589872,0.932477296,0.933084954,0.096077266,0,0,-0.010589872,0.454988699,0.033552665,0.01708782,0,0.455726052,0.025186393,0.011392715,0,0.927303006
170,6,-578074.4047,138698.6949,Chaco,0.550730917,0.000973738,0.002149254,0.705039549,1.101830348,0.016173674,0,0,-0.002149254,0.44743081,0.007557889,0.01708782,0,0.447033001,0.008693051,0.011392715,0,-0.227437746
170,7,-578074.4047,138698.6949,Chaco,0.548454051,0.001035708,0.002276866,NA,NA,NA,0,0,-0.002276866,0.442505597,0.004925213,0.01708782,0,0.442854953,0.004178048,0.011392715,0,NA
173,0,-488074.4047,138698.6949,Chaco,0.618779744,NA,NA,NA,NA,NA,0,NA,NA,0.53221823,NA,0.017087819,NA,0.520703644,NA,0.009320629,NA,NA
173,1,-488074.4047,138698.6949,Chaco,0.588100107,0.006356525,0.015339819,0,0,0,0,0,-0.015339819,0.523404851,0.00440669,0.01708782,0,0.514383059,0.003160293,0.011392715,0.001036043,NA
